id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra,tags,descripcion_rica,origen,contenido_caja,garantia_detalle
MOU0033,Mouse Logitech G Pro Wireless Negro,mouse,186000,24,"Logitech G Pro Wireless, color Negro. sensor optico. peso 99g. dimensiones 13.1x6.3x3.8 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Logitech,G Pro Wireless,Negro,Plastico ABS,99,13.1x6.3x3.8 cm,24,Gaming,sensor optico,"g pro wireless, gamer, gaming, inalambrico, logitech, mause, mouse, optico, pro, puntero, raton, sensor optico, sin cable, wireless","Logitech G Pro Wireless, color Negro. sensor optico. peso 99g. dimensiones 13.1x6.3x3.8 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Logitech de Suiza. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Logitech de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0034,Mouse Logitech G Pro Wireless Blanco,mouse,186000,16,"Logitech G Pro Wireless, color Blanco. sensor optico. peso 70g. dimensiones 11.3x6.7x4.3 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Logitech,G Pro Wireless,Blanco,Plastico ABS,70,11.3x6.7x4.3 cm,24,Gaming,sensor optico,"blanco, g pro wireless, gamer, gaming, inalambrico, logitech, mause, mouse, optico, pro, puntero, raton, sensor optico, sin cable, wireless","Logitech G Pro Wireless, color Blanco. sensor optico. peso 70g. dimensiones 11.3x6.7x4.3 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Logitech de Suiza. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Logitech de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0035,Mouse Logitech M220 Silent Negro,mouse,18000,21,"Logitech M220 Silent, color Negro. sensor optico. peso 119g. dimensiones 12.3x6.9x3.7 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Logitech,M220 Silent,Negro,Plastico ABS,119,12.3x6.9x3.7 cm,24,Gaming,sensor optico,"gamer, gaming, logitech, m220, m220 silent, mause, mouse, optico, puntero, raton, sensor optico, silent","Logitech M220 Silent, color Negro. sensor optico. peso 119g. dimensiones 12.3x6.9x3.7 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Logitech de Suiza. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Logitech de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0036,Mouse Logitech M220 Silent Blanco,mouse,18000,23,"Logitech M220 Silent, color Blanco. sensor optico. peso 112g. dimensiones 11.9x6.1x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Logitech,M220 Silent,Blanco,Plastico ABS,112,11.9x6.1x4.2 cm,24,Gaming,sensor optico,"blanco, gamer, gaming, logitech, m220, m220 silent, mause, mouse, optico, puntero, raton, sensor optico, silent","Logitech M220 Silent, color Blanco. sensor optico. peso 112g. dimensiones 11.9x6.1x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Logitech de Suiza. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Logitech de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0037,Mouse Razer Cobra Negro,mouse,60000,24,"Razer Cobra, color Negro. sensor optico. peso 91g. dimensiones 11.8x7.1x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Cobra,Negro,Plastico ABS,91,11.8x7.1x4.2 cm,24,Gaming,sensor optico,"cobra, gamer, gaming, mause, mouse, optico, puntero, raton, razer, sensor optico","Razer Cobra, color Negro. sensor optico. peso 91g. dimensiones 11.8x7.1x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0038,Mouse Razer Cobra Blanco,mouse,60000,0,"Razer Cobra, color Blanco. sensor optico. peso 148g. dimensiones 12.2x6.5x4.1 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Cobra,Blanco,Plastico ABS,148,12.2x6.5x4.1 cm,24,Gaming,sensor optico,"blanco, cobra, gamer, gaming, mause, mouse, optico, puntero, raton, razer, sensor optico","Razer Cobra, color Blanco. sensor optico. peso 148g. dimensiones 12.2x6.5x4.1 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0039,Mouse Razer Naga V2 Pro Negro,mouse,302500,16,"Razer Naga V2 Pro, color Negro. sensor optico. peso 71g. dimensiones 11.6x6.6x3.7 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Naga V2 Pro,Negro,Plastico ABS,71,11.6x6.6x3.7 cm,24,Gaming,sensor optico,"gamer, gaming, mause, mouse, naga, naga v2 pro, optico, pro, puntero, raton, razer, sensor optico","Razer Naga V2 Pro, color Negro. sensor optico. peso 71g. dimensiones 11.6x6.6x3.7 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0040,Mouse Razer Naga V2 Pro Blanco,mouse,302500,24,"Razer Naga V2 Pro, color Blanco. sensor optico. peso 94g. dimensiones 12.1x7.1x3.9 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Naga V2 Pro,Blanco,Plastico ABS,94,12.1x7.1x3.9 cm,24,Gaming,sensor optico,"blanco, gamer, gaming, mause, mouse, naga, naga v2 pro, optico, pro, puntero, raton, razer, sensor optico","Razer Naga V2 Pro, color Blanco. sensor optico. peso 94g. dimensiones 12.1x7.1x3.9 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0041,Mouse Razer Orochi V2 Negro,mouse,99000,0,"Razer Orochi V2, color Negro. sensor optico. peso 111g. dimensiones 11.3x6.5x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Orochi V2,Negro,Plastico ABS,111,11.3x6.5x4.2 cm,24,Gaming,sensor optico,"gamer, gaming, mause, mouse, optico, orochi, orochi v2, puntero, raton, razer, sensor optico","Razer Orochi V2, color Negro. sensor optico. peso 111g. dimensiones 11.3x6.5x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0042,Mouse Razer Orochi V2 Blanco,mouse,99000,9,"Razer Orochi V2, color Blanco. sensor optico. peso 128g. dimensiones 12.8x5.9x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Orochi V2,Blanco,Plastico ABS,128,12.8x5.9x4.2 cm,24,Gaming,sensor optico,"blanco, gamer, gaming, mause, mouse, optico, orochi, orochi v2, puntero, raton, razer, sensor optico","Razer Orochi V2, color Blanco. sensor optico. peso 128g. dimensiones 12.8x5.9x4.2 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0043,Mouse Redragon Storm Elite Negro,mouse,43000,17,"Redragon Storm Elite, color Negro. sensor optico. peso 137g. dimensiones 13.0x6.5x4.0 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,Storm Elite,Negro,Plastico ABS,137,13.0x6.5x4.0 cm,24,Gaming,sensor optico,"elite, gamer, gaming, mause, mouse, optico, puntero, raton, redragon, sensor optico, storm, storm elite","Redragon Storm Elite, color Negro. sensor optico. peso 137g. dimensiones 13.0x6.5x4.0 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0044,Mouse Redragon Storm Elite Blanco,mouse,43000,0,"Redragon Storm Elite, color Blanco. sensor optico. peso 89g. dimensiones 11.9x6.1x3.6 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,Storm Elite,Blanco,Plastico ABS,89,11.9x6.1x3.6 cm,24,Gaming,sensor optico,"blanco, elite, gamer, gaming, mause, mouse, optico, puntero, raton, redragon, sensor optico, storm, storm elite","Redragon Storm Elite, color Blanco. sensor optico. peso 89g. dimensiones 11.9x6.1x3.6 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0045,Mouse Redragon Predator Negro,mouse,37000,16,"Redragon Predator, color Negro. sensor optico. peso 137g. dimensiones 11.1x5.9x4.1 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,Predator,Negro,Plastico ABS,137,11.1x5.9x4.1 cm,24,Gaming,sensor optico,"gamer, gaming, mause, mouse, optico, predator, puntero, raton, redragon, sensor optico","Redragon Predator, color Negro. sensor optico. peso 137g. dimensiones 11.1x5.9x4.1 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0046,Mouse Redragon Predator Blanco,mouse,37000,18,"Redragon Predator, color Blanco. sensor optico. peso 94g. dimensiones 12.7x7.0x3.6 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,Predator,Blanco,Plastico ABS,94,12.7x7.0x3.6 cm,24,Gaming,sensor optico,"blanco, gamer, gaming, mause, mouse, optico, predator, puntero, raton, redragon, sensor optico","Redragon Predator, color Blanco. sensor optico. peso 94g. dimensiones 12.7x7.0x3.6 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0047,Mouse HyperX Pulsefire Core Negro,mouse,37500,0,"HyperX Pulsefire Core, color Negro. sensor optico. peso 78g. dimensiones 11.9x5.9x4.3 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",HyperX,Pulsefire Core,Negro,Plastico ABS,78,11.9x5.9x4.3 cm,24,Gaming,sensor optico,"core, gamer, gaming, hyperx, mause, mouse, optico, pulsefire, pulsefire core, puntero, raton, sensor optico","HyperX Pulsefire Core, color Negro. sensor optico. peso 78g. dimensiones 11.9x5.9x4.3 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca HyperX de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial HyperX de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0048,Mouse HyperX Pulsefire Core Blanco,mouse,37500,15,"HyperX Pulsefire Core, color Blanco. sensor optico. peso 105g. dimensiones 13.1x6.6x3.8 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",HyperX,Pulsefire Core,Blanco,Plastico ABS,105,13.1x6.6x3.8 cm,24,Gaming,sensor optico,"blanco, core, gamer, gaming, hyperx, mause, mouse, optico, pulsefire, pulsefire core, puntero, raton, sensor optico","HyperX Pulsefire Core, color Blanco. sensor optico. peso 105g. dimensiones 13.1x6.6x3.8 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca HyperX de Estados Unidos. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial HyperX de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0049,Mouse Genius NX-7000 Negro,mouse,14000,18,"Genius NX-7000, color Negro. sensor optico. peso 103g. dimensiones 12.0x6.2x4.0 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Genius,NX-7000,Negro,Plastico ABS,103,12.0x6.2x4.0 cm,24,Gaming,sensor optico,"gamer, gaming, genius, mause, mouse, nx-7000, optico, puntero, raton, sensor optico","Genius NX-7000, color Negro. sensor optico. peso 103g. dimensiones 12.0x6.2x4.0 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Genius de Taiwan. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Genius de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0050,Mouse Genius NX-7000 Blanco,mouse,14000,18,"Genius NX-7000, color Blanco. sensor optico. peso 120g. dimensiones 11.3x6.4x3.9 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Genius,NX-7000,Blanco,Plastico ABS,120,11.3x6.4x3.9 cm,24,Gaming,sensor optico,"blanco, gamer, gaming, genius, mause, mouse, nx-7000, optico, puntero, raton, sensor optico","Genius NX-7000, color Blanco. sensor optico. peso 120g. dimensiones 11.3x6.4x3.9 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Genius de Taiwan. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Genius de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0051,Mouse Logitech G600 MMO Negro,mouse,105500,3,"Logitech G600 MMO, color Negro. sensor optico. peso 85g. dimensiones 11.8x6.1x3.8 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Logitech,G600 MMO,Negro,Plastico ABS,85,11.8x6.1x3.8 cm,24,Gaming,sensor optico,"g600, g600 mmo, gamer, gaming, logitech, mause, mmo, mouse, optico, puntero, raton, sensor optico","Logitech G600 MMO, color Negro. sensor optico. peso 85g. dimensiones 11.8x6.1x3.8 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Logitech de Suiza. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Logitech de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MOU0052,Mouse Logitech G600 MMO Blanco,mouse,105500,25,"Logitech G600 MMO, color Blanco. sensor optico. peso 87g. dimensiones 12.5x6.7x3.7 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Logitech,G600 MMO,Blanco,Plastico ABS,87,12.5x6.7x3.7 cm,24,Gaming,sensor optico,"blanco, g600, g600 mmo, gamer, gaming, logitech, mause, mmo, mouse, optico, puntero, raton, sensor optico","Logitech G600 MMO, color Blanco. sensor optico. peso 87g. dimensiones 12.5x6.7x3.7 cm. Material Plastico ABS. Garantia oficial 24 meses. Ideal para Gaming.",Marca Logitech de Suiza. Fabricado en China.,"Mouse, cable o receptor USB segun version, manual de garantia","Garantia oficial Logitech de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0001,Teclado Logitech G915 TKL Negro,teclado,512500,8,"Logitech G915 TKL, color Negro. switch red. peso 1183g. dimensiones 40.4x15.1x3.7 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Logitech,G915 TKL,Negro,Aluminio,1183,40.4x15.1x3.7 cm,24,Gaming,switch red,"g915, g915 tkl, gamer, gaming, keyboard, logitech, mecanico lineal, red switch, sin numpad, switch red, teclado, teclas, tenkeyless, tkl","Logitech G915 TKL, color Negro. switch red. peso 1183g. dimensiones 40.4x15.1x3.7 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Logitech de Suiza. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Logitech de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
