id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra
PAR0003,Parlante Edifier Pro 8851,parlante,48500,36,"parlante Edifier 2.1 bluetooth, color gris. Ideal para oficina.",Edifier,Pro 8851,Gris,Madera y plastico,5275,60x36x5 cm,6,Estudio,"2.1, bluetooth"
SSD0003,Ssd Western Digital Gamer 7943,ssd,52000,17,"ssd Western Digital 2TB SATA, color plata. Ideal para hogar.",Western Digital,Gamer 7943,Plata,Metal,984,57x9x14 cm,36,Gaming,"2TB, SATA"
RAM0003,Ram Kingston Max 2544,ram,51000,36,"ram Kingston DDR5 RGB, color azul. Ideal para estudio.",Kingston,Max 2544,Azul,PCB,4933,55x19x26 cm,36,Hogar,"DDR5, RGB"
GPU0003,Placa de video Zotac Plus 9742,placa de video,2955000,4,"placa de video Zotac RTX 4080 8GB GDDR6, color grafito. Ideal para streaming.",Zotac,Plus 9742,Grafito,Metal y plastico,862,53x18x22 cm,12,Profesional,"RTX 4080, 8GB GDDR6"
FUE0003,Fuente Corsair Max 4029,fuente,127000,1,"fuente Corsair 80 Plus Gold 650W, color gris. Ideal para streaming.",Corsair,Max 4029,Gris,Metal,4914,35x23x3 cm,12,Profesional,"80 Plus Gold, 650W"
GAB0003,Gabinete Thermaltake Go 7538,gabinete,198500,38,"gabinete Thermaltake buena ventilacion Micro ATX, color blanco. Ideal para oficina.",Thermaltake,Go 7538,Blanco,Acero y vidrio,3532,12x39x9 cm,12,Profesional,"buena ventilacion, Micro ATX"
CPU0003,Procesador Intel Ultra 1077,procesador,755500,29,"procesador Intel 6 nucleos LGA1700, color gris. Ideal para streaming.",Intel,Ultra 1077,Gris,Silicio,2541,49x30x10 cm,36,Hogar,"6 nucleos, LGA1700"
MBO0003,Motherboard ASUS One 753,motherboard,753000,0,"motherboard ASUS ATX X670, color grafito. Ideal para oficina.",ASUS,One 753,Grafito,PCB,7929,48x6x26 cm,24,Estudio,"ATX, X670"
COO0003,Cooler Cooler Master Max 7808,cooler,178500,28,"cooler Cooler Master liquida 360mm liquida 240mm, color plata. Ideal para hogar.",Cooler Master,Max 7808,Plata,Aluminio y cobre,7988,10x35x13 cm,36,Profesional,"liquida 360mm, liquida 240mm"
NOT0003,Notebook Dell Air 1813,notebook,2778000,19,"notebook Dell pantalla 15.6 512GB SSD, color gris. Ideal para hogar.",Dell,Air 1813,Gris,Aluminio,6714,53x40x3 cm,36,Gaming,"pantalla 15.6, 512GB SSD"
TAB0003,Tablet Lenovo Plus 5396,tablet,889500,35,"tablet Lenovo WiFi 10 pulgadas, color blanco. Ideal para gaming.",Lenovo,Plus 5396,Blanco,Aluminio,1586,38x28x21 cm,36,Streaming,"WiFi, 10 pulgadas"
PEN0003,Pendrive SanDisk Pro 3435,pendrive,27000,29,"pendrive SanDisk metalico 64GB, color azul. Ideal para hogar.",SanDisk,Pro 3435,Azul,Metal,1044,6x20x24 cm,12,Profesional,"metalico, 64GB"
ROU0003,Router Tenda Pro 9148,router,59500,30,"router Tenda WiFi 6 doble banda, color grafito. Ideal para streaming.",Tenda,Pro 9148,Grafito,Plastico,6866,14x36x24 cm,24,Estudio,"WiFi 6, doble banda"
IMP0003,Impresora Brother Plus 6907,impresora,629000,36,"impresora Brother laser wifi, color plata. Ideal para oficina.",Brother,Plus 6907,Plata,Plastico,7601,43x37x25 cm,12,Gaming,"laser, wifi"
CAR0003,Cargador Baseus S 5668,cargador,55500,20,"cargador Baseus USB-C 65W, color azul. Ideal para estudio.",Baseus,S 5668,Azul,Plastico,5456,36x14x16 cm,36,Profesional,"USB-C, 65W"
MOU0004,Mouse Genius Series 9003,mouse,57500,16,"mouse Genius 8000 DPI liviano, color grafito. Ideal para oficina.",Genius,Series 9003,Grafito,Plastico ABS,7062,54x31x3 cm,24,Streaming,"8000 DPI, liviano"
TEC0004,Teclado Redragon Go 6346,teclado,31500,9,"teclado Redragon RGB compacto, color grafito. Ideal para estudio.",Redragon,Go 6346,Grafito,Aluminio,2769,60x11x29 cm,36,Gaming,"RGB, compacto"
MON0004,Monitor Gigabyte Gamer 351,monitor,312000,5,"monitor Gigabyte 144Hz DisplayPort, color gris. Ideal para profesional.",Gigabyte,Gamer 351,Gris,Plastico y metal,2823,44x30x22 cm,6,Profesional,"144Hz, DisplayPort"
AUR0004,Auriculares Redragon Series 6326,auriculares,308500,3,"auriculares Redragon almohadillas surround 7.1, color rojo. Ideal para oficina.",Redragon,Series 6326,Rojo,Plastico y cuero sintetico,5220,48x23x9 cm,6,Hogar,"almohadillas, surround 7.1"
SIL0004,Silla Redragon Air 1746,silla,484000,0,"silla Redragon ergonomica ecocuero, color plata. Ideal para gaming.",Redragon,Air 1746,Plata,Ecocuero y metal,2453,27x28x15 cm,12,Oficina,"ergonomica, ecocuero"
WEB0004,Webcam Genius One 3050,webcam,195000,25,"webcam Genius 2K Full HD 1080p, color gris. Ideal para oficina.",Genius,One 3050,Gris,Plastico,4126,42x14x9 cm,36,Streaming,"2K, Full HD 1080p"
MIC0004,Microfono Razer Gamer 4283,microfono,118000,5,"microfono Razer para streaming cardioide, color negro. Ideal para profesional.",Razer,Gamer 4283,Negro,Metal,4863,24x32x24 cm,24,Hogar,"para streaming, cardioide"
PAR0004,Parlante Edifier Lite 6402,parlante,220000,37,"parlante Edifier bluetooth 2.0, color plata. Ideal para profesional.",Edifier,Lite 6402,Plata,Madera y plastico,5778,23x6x28 cm,36,Profesional,"bluetooth, 2.0"
SSD0004,Ssd Samsung One 903,ssd,145500,39,"ssd Samsung 1TB lectura 3500MB/s, color plata. Ideal para oficina.",Samsung,One 903,Plata,Metal,5265,17x21x23 cm,12,Streaming,"1TB, lectura 3500MB/s"
RAM0004,Ram Kingston Air 745,ram,172000,24,"ram Kingston RGB DDR4, color azul. Ideal para gaming.",Kingston,Air 745,Azul,PCB,7501,23x25x25 cm,36,Oficina,"RGB, DDR4"
GPU0004,Placa de video Gigabyte Max 8937,placa de video,1493000,11,"placa de video Gigabyte 8GB GDDR6 ray tracing, color rojo. Ideal para hogar.",Gigabyte,Max 8937,Rojo,Metal y plastico,7974,56x23x25 cm,24,Gaming,"8GB GDDR6, ray tracing"
FUE0004,Fuente Thermaltake Ultra 2406,fuente,337000,0,"fuente Thermaltake modular 80 Plus Bronze, color rosa. Ideal para hogar.",Thermaltake,Ultra 2406,Rosa,Metal,164,21x39x5 cm,36,Profesional,"modular, 80 Plus Bronze"
GAB0004,Gabinete Thermaltake One 6342,gabinete,307000,2,"gabinete Thermaltake ATX Micro ATX, color rojo. Ideal para estudio.",Thermaltake,One 6342,Rojo,Acero y vidrio,2737,44x19x22 cm,6,Streaming,"ATX, Micro ATX"
CPU0004,Procesador AMD Go 5051,procesador,245000,3,"procesador AMD Core i7 LGA1700, color grafito. Ideal para hogar.",AMD,Go 5051,Grafito,Silicio,1001,11x20x30 cm,12,Hogar,"Core i7, LGA1700"
MBO0004,Motherboard ASRock X 8950,motherboard,282000,27,"motherboard ASRock WiFi ATX, color grafito. Ideal para hogar.",ASRock,X 8950,Grafito,PCB,5093,31x22x3 cm,24,Oficina,"WiFi, ATX"
COO0004,Cooler Noctua Gamer 3968,cooler,167500,0,"cooler Noctua aire liquida 360mm, color rojo. Ideal para profesional.",Noctua,Gamer 3968,Rojo,Aluminio y cobre,1604,12x34x4 cm,12,Streaming,"aire, liquida 360mm"
NOT0004,Notebook Acer Pro 928,notebook,3068000,0,"notebook Acer 512GB SSD Ryzen 7, color rojo. Ideal para estudio.",Acer,Pro 928,Rojo,Aluminio,1747,42x18x28 cm,12,Profesional,"512GB SSD, Ryzen 7"
TAB0004,Tablet Samsung One 146,tablet,766500,17,"tablet Samsung 11 pulgadas con lapiz, color azul. Ideal para gaming.",Samsung,One 146,Azul,Aluminio,5465,60x6x6 cm,6,Profesional,"11 pulgadas, con lapiz"
PEN0004,Pendrive Kingston One 5404,pendrive,11500,9,"pendrive Kingston 64GB 128GB, color negro. Ideal para estudio.",Kingston,One 5404,Negro,Metal,981,52x9x17 cm,36,Profesional,"64GB, 128GB"
ROU0004,Router Tenda One 1886,router,191000,3,"router Tenda 4 antenas doble banda, color plata. Ideal para streaming.",Tenda,One 1886,Plata,Plastico,4321,24x34x22 cm,6,Gaming,"4 antenas, doble banda"
IMP0004,Impresora HP S 7084,impresora,227000,6,"impresora HP laser color, color blanco. Ideal para oficina.",HP,S 7084,Blanco,Plastico,588,13x22x21 cm,24,Hogar,"laser, color"
CAR0004,Cargador Genius Series 4931,cargador,14500,8,"cargador Genius 2 puertos GaN, color plata. Ideal para streaming.",Genius,Series 4931,Plata,Plastico,7240,54x40x25 cm,12,Hogar,"2 puertos, GaN"
MOU0005,Mouse Redragon Lite 6879,mouse,117000,7,"mouse Redragon 8000 DPI 6 botones programables, color rojo. Ideal para profesional.",Redragon,Lite 6879,Rojo,Plastico ABS,5498,21x28x6 cm,36,Gaming,"8000 DPI, 6 botones programables"
TEC0005,Teclado Logitech Ultra 1627,teclado,437500,9,"teclado Logitech membrana switches blue, color grafito. Ideal para estudio.",Logitech,Ultra 1627,Grafito,Aluminio,7886,40x40x12 cm,6,Hogar,"membrana, switches blue"
MON0005,Monitor AOC Air 7029,monitor,477500,23,"monitor AOC 4K HDMI, color negro. Ideal para estudio.",AOC,Air 7029,Negro,Plastico y metal,1792,14x35x9 cm,6,Profesional,"4K, HDMI"
AUR0005,Auriculares JBL X 1982,auriculares,250000,36,"auriculares JBL gamer surround 7.1, color azul. Ideal para estudio.",JBL,X 1982,Azul,Plastico y cuero sintetico,5076,48x40x2 cm,24,Gaming,"gamer, surround 7.1"
SIL0005,Silla Cougar Plus 5162,silla,360000,10,"silla Cougar reclinable gamer, color rojo. Ideal para hogar.",Cougar,Plus 5162,Rojo,Ecocuero y metal,620,14x6x4 cm,12,Hogar,"reclinable, gamer"
WEB0005,Webcam Genius Gamer 5685,webcam,224000,21,"webcam Genius autofoco para streaming, color gris. Ideal para estudio.",Genius,Gamer 5685,Gris,Plastico,4934,10x8x6 cm,12,Estudio,"autofoco, para streaming"
MIC0005,Microfono HyperX Air 1436,microfono,289500,39,"microfono HyperX para streaming filtro pop, color azul. Ideal para profesional.",HyperX,Air 1436,Azul,Metal,1815,53x37x5 cm,24,Hogar,"para streaming, filtro pop"
PAR0005,Parlante Logitech Plus 9817,parlante,44000,15,"parlante Logitech estereo 2.1, color plata. Ideal para estudio.",Logitech,Plus 9817,Plata,Madera y plastico,498,5x18x11 cm,12,Oficina,"estereo, 2.1"
SSD0005,Ssd Western Digital Plus 5475,ssd,416500,28,"ssd Western Digital NVMe 500GB, color blanco. Ideal para hogar.",Western Digital,Plus 5475,Blanco,Metal,4412,50x19x18 cm,24,Gaming,"NVMe, 500GB"
RAM0005,Ram G.Skill Go 793,ram,40500,21,"ram G.Skill DDR4 16GB, color grafito. Ideal para estudio.",G.Skill,Go 793,Grafito,PCB,3363,50x31x11 cm,6,Hogar,"DDR4, 16GB"
GPU0005,Placa de video ASUS X 2915,placa de video,1867500,6,"placa de video ASUS ray tracing 12GB, color plata. Ideal para gaming.",ASUS,X 2915,Plata,Metal y plastico,2043,32x30x18 cm,6,Hogar,"ray tracing, 12GB"
FUE0005,Fuente Cooler Master Go 5662,fuente,85000,33,"fuente Cooler Master 850W 750W, color rosa. Ideal para estudio.",Cooler Master,Go 5662,Rosa,Metal,4227,17x27x13 cm,12,Oficina,"850W, 750W"
GAB0005,Gabinete Cooler Master Max 4293,gabinete,140000,5,"gabinete Cooler Master Micro ATX 3 coolers, color rosa. Ideal para streaming.",Cooler Master,Max 4293,Rosa,Acero y vidrio,4097,34x33x23 cm,24,Streaming,"Micro ATX, 3 coolers"
CPU0005,Procesador AMD Max 7305,procesador,785000,18,"procesador AMD LGA1700 Ryzen 7, color blanco. Ideal para profesional.",AMD,Max 7305,Blanco,Silicio,4206,9x24x16 cm,36,Gaming,"LGA1700, Ryzen 7"
MBO0005,Motherboard ASUS X 4803,motherboard,765000,39,"motherboard ASUS ATX B650, color blanco. Ideal para hogar.",ASUS,X 4803,Blanco,PCB,4804,40x7x16 cm,12,Profesional,"ATX, B650"
COO0005,Cooler DeepCool Gamer 8314,cooler,52000,22,"cooler DeepCool aire RGB, color gris. Ideal para gaming.",DeepCool,Gamer 8314,Gris,Aluminio y cobre,4183,46x16x3 cm,12,Streaming,"aire, RGB"
NOT0005,Notebook Asus Gamer 8686,notebook,1886500,25,"notebook Asus pantalla 15.6 16GB RAM, color gris. Ideal para profesional.",Asus,Gamer 8686,Gris,Aluminio,5611,43x8x27 cm,24,Gaming,"pantalla 15.6, 16GB RAM"
TAB0005,Tablet Lenovo Ultra 9241,tablet,888500,39,"tablet Lenovo 128GB con lapiz, color grafito. Ideal para profesional.",Lenovo,Ultra 9241,Grafito,Aluminio,717,42x14x13 cm,24,Streaming,"128GB, con lapiz"
PEN0005,Pendrive SanDisk Max 9849,pendrive,50000,22,"pendrive SanDisk 128GB USB 3.2, color blanco. Ideal para streaming.",SanDisk,Max 9849,Blanco,Metal,5807,58x38x4 cm,36,Estudio,"128GB, USB 3.2"
ROU0005,Router Mercusys Pro 6040,router,119500,32,"router Mercusys doble banda 4 antenas, color azul. Ideal para oficina.",Mercusys,Pro 6040,Azul,Plastico,1319,9x23x29 cm,6,Estudio,"doble banda, 4 antenas"
IMP0005,Impresora Brother Go 8726,impresora,545000,10,"impresora Brother sistema continuo wifi, color negro. Ideal para streaming.",Brother,Go 8726,Negro,Plastico,6366,44x15x25 cm,36,Gaming,"sistema continuo, wifi"
CAR0005,Cargador Baseus X 3991,cargador,57500,29,"cargador Baseus 2 puertos 65W, color plata. Ideal para oficina.",Baseus,X 3991,Plata,Plastico,2585,56x35x30 cm,12,Profesional,"2 puertos, 65W"
MOU0006,Mouse Microsoft One 7318,mouse,140000,34,"mouse Microsoft ergonomico 6 botones programables, color plata. Ideal para oficina.",Microsoft,One 7318,Plata,Plastico ABS,6741,17x13x29 cm,24,Gaming,"ergonomico, 6 botones programables"
TEC0006,Teclado Corsair Gamer 6181,teclado,161500,6,"teclado Corsair full size membrana, color blanco. Ideal para profesional.",Corsair,Gamer 6181,Blanco,Aluminio,3730,37x14x28 cm,36,Gaming,"full size, membrana"
MON0006,Monitor LG Gamer 5827,monitor,565500,33,"monitor LG 144Hz IPS, color negro. Ideal para hogar.",LG,Gamer 5827,Negro,Plastico y metal,718,28x19x2 cm,24,Gaming,"144Hz, IPS"
AUR0006,Auriculares Redragon Air 5593,auriculares,175500,31,"auriculares Redragon cancelacion de ruido inalambrico, color gris. Ideal para oficina.",Redragon,Air 5593,Gris,Plastico y cuero sintetico,6266,50x35x16 cm,6,Gaming,"cancelacion de ruido, inalambrico"
SIL0006,Silla Redragon Plus 3633,silla,614000,8,"silla Redragon malla ecocuero, color gris. Ideal para oficina.",Redragon,Plus 3633,Gris,Ecocuero y metal,2517,12x8x9 cm,36,Streaming,"malla, ecocuero"
WEB0006,Webcam Genius Ultra 1916,webcam,39500,33,"webcam Genius USB para streaming, color plata. Ideal para streaming.",Genius,Ultra 1916,Plata,Plastico,1226,23x32x2 cm,24,Oficina,"USB, para streaming"
MIC0006,Microfono FIFINE Max 1502,microfono,301000,33,"microfono FIFINE condensador brazo, color rojo. Ideal para hogar.",FIFINE,Max 1502,Rojo,Metal,7204,35x7x22 cm,36,Profesional,"condensador, brazo"
PAR0006,Parlante Edifier Go 366,parlante,146500,7,"parlante Edifier bluetooth 2.1, color rojo. Ideal para streaming.",Edifier,Go 366,Rojo,Madera y plastico,6248,26x13x3 cm,24,Estudio,"bluetooth, 2.1"
SSD0006,Ssd Western Digital Air 2968,ssd,120500,0,"ssd Western Digital 7000MB/s 2TB, color plata. Ideal para hogar.",Western Digital,Air 2968,Plata,Metal,352,23x17x3 cm,12,Gaming,"7000MB/s, 2TB"
RAM0006,Ram ADATA Plus 8544,ram,29500,13,"ram ADATA RGB 8GB, color grafito. Ideal para gaming.",ADATA,Plus 8544,Grafito,PCB,7142,46x26x10 cm,6,Profesional,"RGB, 8GB"
GPU0006,Placa de video Zotac S 7304,placa de video,2431000,32,"placa de video Zotac RTX 4080 RTX 4070, color grafito. Ideal para estudio.",Zotac,S 7304,Grafito,Metal y plastico,2234,56x10x25 cm,36,Gaming,"RTX 4080, RTX 4070"
FUE0006,Fuente Thermaltake One 3056,fuente,87000,21,"fuente Thermaltake 850W 650W, color azul. Ideal para profesional.",Thermaltake,One 3056,Azul,Metal,3702,43x32x7 cm,36,Profesional,"850W, 650W"
GAB0006,Gabinete Gamemax Pro 5876,gabinete,99500,26,"gabinete Gamemax vidrio templado ATX, color grafito. Ideal para streaming.",Gamemax,Pro 5876,Grafito,Acero y vidrio,5615,15x6x6 cm,36,Gaming,"vidrio templado, ATX"
CPU0006,Procesador Intel Ultra 3966,procesador,218000,39,"procesador Intel 8 nucleos Ryzen 7, color rojo. Ideal para hogar.",Intel,Ultra 3966,Rojo,Silicio,7822,28x28x16 cm,6,Estudio,"8 nucleos, Ryzen 7"
MBO0006,Motherboard Gigabyte Series 6112,motherboard,412000,16,"motherboard Gigabyte X670 ATX, color grafito. Ideal para gaming.",Gigabyte,Series 6112,Grafito,PCB,6076,16x36x18 cm,36,Estudio,"X670, ATX"
COO0006,Cooler Cooler Master Plus 4364,cooler,207000,32,"cooler Cooler Master liquida 240mm liquida 360mm, color plata. Ideal para oficina.",Cooler Master,Plus 4364,Plata,Aluminio y cobre,7036,9x33x7 cm,36,Gaming,"liquida 240mm, liquida 360mm"
NOT0006,Notebook Dell Air 5792,notebook,1360500,12,"notebook Dell 1TB SSD 16GB RAM, color blanco. Ideal para estudio.",Dell,Air 5792,Blanco,Aluminio,1886,12x17x27 cm,12,Oficina,"1TB SSD, 16GB RAM"
TAB0006,Tablet Lenovo Pro 6012,tablet,841500,0,"tablet Lenovo WiFi 11 pulgadas, color rojo. Ideal para hogar.",Lenovo,Pro 6012,Rojo,Aluminio,5923,51x35x18 cm,36,Hogar,"WiFi, 11 pulgadas"
PEN0006,Pendrive Kingston Max 5294,pendrive,52500,34,"pendrive Kingston USB 3.2 metalico, color blanco. Ideal para estudio.",Kingston,Max 5294,Blanco,Metal,5291,42x16x26 cm,12,Hogar,"USB 3.2, metalico"
ROU0006,Router Tenda Pro 2134,router,72500,21,"router Tenda AX1800 doble banda, color gris. Ideal para oficina.",Tenda,Pro 2134,Gris,Plastico,2884,38x23x29 cm,6,Profesional,"AX1800, doble banda"
IMP0006,Impresora Epson Air 9124,impresora,248000,33,"impresora Epson wifi sistema continuo, color azul. Ideal para estudio.",Epson,Air 9124,Azul,Plastico,7763,42x14x7 cm,24,Estudio,"wifi, sistema continuo"
CAR0006,Cargador Anker Pro 1430,cargador,50500,14,"cargador Anker 2 puertos 65W, color negro. Ideal para hogar.",Anker,Pro 1430,Negro,Plastico,5113,45x6x17 cm,24,Streaming,"2 puertos, 65W"
MOU0007,Mouse Genius Gamer 4112,mouse,27000,4,"mouse Genius ergonomico 8000 DPI, color grafito. Ideal para hogar.",Genius,Gamer 4112,Grafito,Plastico ABS,4016,34x18x12 cm,12,Profesional,"ergonomico, 8000 DPI"
TEC0007,Teclado Corsair X 5758,teclado,282000,36,"teclado Corsair RGB switches blue, color grafito. Ideal para oficina.",Corsair,X 5758,Grafito,Aluminio,3871,12x22x16 cm,12,Oficina,"RGB, switches blue"
MON0007,Monitor Samsung Pro 4854,monitor,410500,11,"monitor Samsung HDMI 144Hz, color grafito. Ideal para estudio.",Samsung,Pro 4854,Grafito,Plastico y metal,5957,25x17x26 cm,12,Hogar,"HDMI, 144Hz"
AUR0007,Auriculares JBL Gamer 8271,auriculares,72000,26,"auriculares JBL almohadillas inalambrico, color azul. Ideal para oficina.",JBL,Gamer 8271,Azul,Plastico y cuero sintetico,1812,42x27x3 cm,6,Profesional,"almohadillas, inalambrico"
SIL0007,Silla Gamemax One 7810,silla,282500,28,"silla Gamemax malla gamer, color azul. Ideal para profesional.",Gamemax,One 7810,Azul,Ecocuero y metal,6009,28x30x13 cm,6,Hogar,"malla, gamer"
WEB0007,Webcam Logitech One 9304,webcam,110500,5,"webcam Logitech autofoco USB, color rosa. Ideal para hogar.",Logitech,One 9304,Rosa,Plastico,6311,40x22x28 cm,6,Oficina,"autofoco, USB"
MIC0007,Microfono HyperX S 6214,microfono,110500,13,"microfono HyperX brazo cardioide, color rojo. Ideal para hogar.",HyperX,S 6214,Rojo,Metal,4146,7x7x3 cm,12,Streaming,"brazo, cardioide"
PAR0007,Parlante Edifier Gamer 8608,parlante,290500,9,"parlante Edifier 2.0 estereo, color plata. Ideal para estudio.",Edifier,Gamer 8608,Plata,Madera y plastico,2659,15x30x21 cm,24,Estudio,"2.0, estereo"
SSD0007,Ssd Western Digital Series 8451,ssd,33500,24,"ssd Western Digital 1TB 500GB, color plata. Ideal para gaming.",Western Digital,Series 8451,Plata,Metal,3462,42x24x27 cm,6,Estudio,"1TB, 500GB"
RAM0007,Ram G.Skill Plus 9577,ram,146000,11,"ram G.Skill DDR4 32GB, color rosa. Ideal para streaming.",G.Skill,Plus 9577,Rosa,PCB,5126,54x29x6 cm,12,Gaming,"DDR4, 32GB"
GPU0007,Placa de video ASUS Lite 410,placa de video,985000,27,"placa de video ASUS RTX 4080 RX 7600, color plata. Ideal para hogar.",ASUS,Lite 410,Plata,Metal y plastico,4160,54x35x29 cm,6,Streaming,"RTX 4080, RX 7600"
FUE0007,Fuente EVGA Series 3497,fuente,320500,25,"fuente EVGA modular 80 Plus Bronze, color rojo. Ideal para oficina.",EVGA,Series 3497,Rojo,Metal,3815,39x26x19 cm,24,Streaming,"modular, 80 Plus Bronze"
GAB0007,Gabinete Thermaltake One 8032,gabinete,352500,20,"gabinete Thermaltake Micro ATX vidrio templado, color rosa. Ideal para profesional.",Thermaltake,One 8032,Rosa,Acero y vidrio,6367,23x18x24 cm,36,Profesional,"Micro ATX, vidrio templado"
CPU0007,Procesador AMD X 9283,procesador,946500,26,"procesador AMD 6 nucleos Core i5, color azul. Ideal para oficina.",AMD,X 9283,Azul,Silicio,2429,7x23x24 cm,6,Profesional,"6 nucleos, Core i5"
MBO0007,Motherboard ASRock Air 4301,motherboard,684500,18,"motherboard ASRock B760 Micro ATX, color plata. Ideal para streaming.",ASRock,Air 4301,Plata,PCB,2275,13x11x21 cm,12,Oficina,"B760, Micro ATX"
COO0007,Cooler Cooler Master Air 8800,cooler,51500,27,"cooler Cooler Master liquida 240mm aire, color rosa. Ideal para hogar.",Cooler Master,Air 8800,Rosa,Aluminio y cobre,873,48x13x2 cm,12,Hogar,"liquida 240mm, aire"
NOT0007,Notebook Asus Gamer 3367,notebook,3409000,4,"notebook Asus pantalla 15.6 16GB RAM, color azul. Ideal para gaming.",Asus,Gamer 3367,Azul,Aluminio,5393,41x19x19 cm,6,Oficina,"pantalla 15.6, 16GB RAM"
